id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1476329345526517762,SamsonVerma,"RT @historydefined: Pictured here are Hans Scholl, Sophie Scholl, and Christoph Probst who were all part of the non-violent student resistance group called ""white rose"" in Germany, in 1942

78 years ago today, all three were convicted of treason and executed by the Gestapo. https://t.co/b8sVHXMs9Q",Wed Dec 29 23:08:39 +0000 2021,29/12/2021 23:08:39,,,,,831435433,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1434245233554898946/6hfb5MIK_normal.jpg,638,1181,"Rome, Latium",http://twitter.com/SamsonVerma/statuses/1476329345526517762,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""historydefined"",""name"":""History Defined"",""id"":728409566338146300,""id_str"":""728409566338146304"",""indices"":[3,18]}],""urls"":[]}"
1476325744800374787,DeBlauwePen,"RT @historydefined: Pictured here are Hans Scholl, Sophie Scholl, and Christoph Probst who were all part of the non-violent student resistance group called ""white rose"" in Germany, in 1942

78 years ago today, all three were convicted of treason and executed by the Gestapo. https://t.co/b8sVHXMs9Q",Wed Dec 29 22:54:21 +0000 2021,29/12/2021 22:54:21,,,,,1458055486314536962,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1472302353852342276/RoUKnOx5_normal.jpg,300,542,,http://twitter.com/DeBlauwePen/statuses/1476325744800374787,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""historydefined"",""name"":""History Defined"",""id"":728409566338146300,""id_str"":""728409566338146304"",""indices"":[3,18]}],""urls"":[]}"
1476295913043898370,MatthewTheLewis,"RT @historydefined: Pictured here are Hans Scholl, Sophie Scholl, and Christoph Probst who were all part of the non-violent student resistance group called ""white rose"" in Germany, in 1942

78 years ago today, all three were convicted of treason and executed by the Gestapo. https://t.co/b8sVHXMs9Q",Wed Dec 29 20:55:48 +0000 2021,29/12/2021 20:55:48,,,,,196647221,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1454584651373240320/mJqiZtNm_normal.jpg,723,4387,"Ottawa, Ontario, Canada",http://twitter.com/MatthewTheLewis/statuses/1476295913043898370,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""historydefined"",""name"":""History Defined"",""id"":728409566338146300,""id_str"":""728409566338146304"",""indices"":[3,18]}],""urls"":[]}"
1476281037814595585,benfrench101,"RT @RehumanizeIntl: At just 21 years old, Sophie Scholl and her friends formed the White Rose, a nonviolent resistance group that stood up to — and was ultimately executed by — the Nazi party in Germany. #Nonviolence #ConsistentLifeEthic https://t.co/jB030R9Ws1",Wed Dec 29 19:56:42 +0000 2021,29/12/2021 19:56:42,,,,,721714166445121537,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/747069296363208704/2uMjtnJk_normal.jpg,361,1965,,http://twitter.com/benfrench101/statuses/1476281037814595585,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""RehumanizeIntl"",""name"":""Rehumanize International"",""id"":762081283,""id_str"":""762081283"",""indices"":[3,18]}],""urls"":[]}"
1476275162198728710,RehumanizeAimee,"RT @RehumanizeIntl: At just 21 years old, Sophie Scholl and her friends formed the White Rose, a nonviolent resistance group that stood up to — and was ultimately executed by — the Nazi party in Germany. #Nonviolence #ConsistentLifeEthic https://t.co/jB030R9Ws1",Wed Dec 29 19:33:21 +0000 2021,29/12/2021 19:33:21,,,,,1071360236,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1451596960075501573/W1zF-NsH_normal.jpg,3165,1467,"Pittsburgh, PA",http://twitter.com/RehumanizeAimee/statuses/1476275162198728710,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""RehumanizeIntl"",""name"":""Rehumanize International"",""id"":762081283,""id_str"":""762081283"",""indices"":[3,18]}],""urls"":[]}"
1476274301020028929,StadtmusikantHB,"@Weisse_Kerze @bratwurstinator @AcastusPrivat @OskarPaul51 @gerechtGericht Ach noch was, sie mögen zwar weiße Kerzen aufstellen aber sie sind weder sehr helle noch haben sie irgendwas mit der Weißen Rose noch mit Sophie Scholl gemein.
Sie sollten mal an ihren geschichtlichen und medizinischen Grundwissen arbeiten, es ist in einem mangelhaften Zustand.",Wed Dec 29 19:29:55 +0000 2021,29/12/2021 19:29:55,,,866567852844888065,StadtmusikantHB,866567852844888065,1476273405368352772,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1400038198252912646/YPioN0R6_normal.jpg,248,301,Weg des Lebens,http://twitter.com/StadtmusikantHB/statuses/1476274301020028929,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""Weisse_Kerze"",""name"":""Weiße Kerze 🕯🕯🕯"",""id"":967085555984060400,""id_str"":""967085555984060417"",""indices"":[0,13]},{""screen_name"":""bratwurstinator"",""name"":""Bratwurstinator Boost+"",""id"":1433016850393223200,""id_str"":""1433016850393223169"",""indices"":[14,30]},{""screen_name"":""AcastusPrivat"",""name"":""Grundschulhörnchen, crew member of \""MS Didactica\"""",""id"":489457878,""id_str"":""489457878"",""indices"":[31,45]},{""screen_name"":""OskarPaul51"",""name"":""Oskar Paul"",""id"":1148898009951932400,""id_str"":""1148898009951932419"",""indices"":[46,58]},{""screen_name"":""gerechtGericht"",""name"":""Judgement Day"",""id"":806053245324034000,""id_str"":""806053245324034048"",""indices"":[59,74]}],""urls"":[]}"
1476273882638209034,RehumanizeAimee,"10 nonfiction books to know me better

Gay &amp; Catholic
How We Show Up
Heavy Burdens
The Body Keeps the Score
Running on Empty
Sophie Scholl and the White Rose
An Introduction to Personalism
Saints Around the World
The Four Loves
The Eucharist for Beginners",Wed Dec 29 19:28:16 +0000 2021,29/12/2021 19:28:16,,,1071360236,RehumanizeAimee,1071360236,1476273881514131460,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1451596960075501573/W1zF-NsH_normal.jpg,3165,1467,"Pittsburgh, PA",http://twitter.com/RehumanizeAimee/statuses/1476273882638209034,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1476273085749751809,McdonaldMcdo54,"RT @historydefined: Pictured here are Hans Scholl, Sophie Scholl, and Christoph Probst who were all part of the non-violent student resistance group called ""white rose"" in Germany, in 1942

78 years ago today, all three were convicted of treason and executed by the Gestapo. https://t.co/b8sVHXMs9Q",Wed Dec 29 19:25:06 +0000 2021,29/12/2021 19:25:06,,,,,2734340015,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/912893026447458304/eJp1rmkG_normal.jpg,1732,1813,,http://twitter.com/McdonaldMcdo54/statuses/1476273085749751809,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""historydefined"",""name"":""History Defined"",""id"":728409566338146300,""id_str"":""728409566338146304"",""indices"":[3,18]}],""urls"":[]}"
1476273085749751809,McdonaldMcdo54,"RT @historydefined: Pictured here are Hans Scholl, Sophie Scholl, and Christoph Probst who were all part of the non-violent student resistance group called ""white rose"" in Germany, in 1942

78 years ago today, all three were convicted of treason and executed by the Gestapo. https://t.co/b8sVHXMs9Q",Wed Dec 29 19:25:06 +0000 2021,29/12/2021 19:25:06,,,,,2734340015,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/912893026447458304/eJp1rmkG_normal.jpg,1732,1813,,http://twitter.com/McdonaldMcdo54/statuses/1476273085749751809,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""historydefined"",""name"":""History Defined"",""id"":728409566338146300,""id_str"":""728409566338146304"",""indices"":[3,18]}],""urls"":[]}"
1476256663434936322,Aurelie_Gascon,"@alainje @GuimonnetCh La Rose blanche, ce n'était pas que Hans et Sophie Scholl, mais oui.",Wed Dec 29 18:19:50 +0000 2021,29/12/2021 18:19:50,,,300763737,alainje,932742829,1476256064526028808,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1334629600886988800/wItYdfJo_normal.jpg,4911,1951,"Val-d'Oise, Ile-de-France",http://twitter.com/Aurelie_Gascon/statuses/1476256663434936322,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""alainje"",""name"":""Alain Jean-Robert"",""id"":300763737,""id_str"":""300763737"",""indices"":[0,8]},{""screen_name"":""GuimonnetCh"",""name"":""Christine Guimonnet 📚 🌏"",""id"":1164005874,""id_str"":""1164005874"",""indices"":[9,21]}],""urls"":[]}"
1476242885037154305,_Weisse_Rose_,"Vervielfältigungsschablone Flugblatt V, Briefumschlag geschrieben mit Erika 6, wegen der Aufmachung  wahrscheinlich von Sophie Scholl. Ihr Stammlokal das Bodega, Prof. Wilhelm Geyer war auch dort. Stammtisch der auf ""Weisse Rose"" reserviert wurde? Ganz bestimmt auszuschliessen! https://t.co/PDOvrcz5MS",Wed Dec 29 17:25:05 +0000 2021,29/12/2021 17:25:05,,,1413170804137811970,_Weisse_Rose_,1413170804137811970,1476240933570199560,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1413173675306721282/Xij5TlaZ_normal.jpg,,,Germany,http://twitter.com/_Weisse_Rose_/statuses/1476242885037154305,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":1476242685233090600,""id_str"":""1476242685233090570"",""indices"":[279,302],""media_url"":""http://pbs.twimg.com/media/FHyq5peWUAodZmh.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FHyq5peWUAodZmh.jpg"",""url"":""https://t.co/PDOvrcz5MS"",""display_url"":""pic.twitter.com/PDOvrcz5MS"",""expanded_url"":""https://twitter.com/_Weisse_Rose_/status/1476242885037154305/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":604,""h"":1200,""resize"":""fit""},""large"":{""w"":1031,""h"":2048,""resize"":""fit""},""small"":{""w"":342,""h"":680,""resize"":""fit""}}}]}"
1476232971556429832,leoniedelaney,@AbiePB The white rose... Are they comparing themselves to Sophie Scholl?,Wed Dec 29 16:45:42 +0000 2021,29/12/2021 16:45:42,,,109001491,AbiePB,35623382,1476231530984914946,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1292506489853227008/sfajpKbF_normal.jpg,420,737,"Kildare, Ireland",http://twitter.com/leoniedelaney/statuses/1476232971556429832,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""AbiePB"",""name"":""Abie Philbin Bowman"",""id"":109001491,""id_str"":""109001491"",""indices"":[0,7]}],""urls"":[]}"
1476229219105579012,thinksatnight,"RT @RehumanizeIntl: At just 21 years old, Sophie Scholl and her friends formed the White Rose, a nonviolent resistance group that stood up to — and was ultimately executed by — the Nazi party in Germany. #Nonviolence #ConsistentLifeEthic https://t.co/jB030R9Ws1",Wed Dec 29 16:30:47 +0000 2021,29/12/2021 16:30:47,,,,,1429637082482348034,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1471270053870026757/b--OT0q4_normal.jpg,12,106,,http://twitter.com/thinksatnight/statuses/1476229219105579012,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""RehumanizeIntl"",""name"":""Rehumanize International"",""id"":762081283,""id_str"":""762081283"",""indices"":[3,18]}],""urls"":[]}"
1476226754784153610,RehumanizeMaria,"RT @RehumanizeIntl: At just 21 years old, Sophie Scholl and her friends formed the White Rose, a nonviolent resistance group that stood up to — and was ultimately executed by — the Nazi party in Germany. #Nonviolence #ConsistentLifeEthic https://t.co/jB030R9Ws1",Wed Dec 29 16:20:59 +0000 2021,29/12/2021 16:20:59,,,,,1042247991485181952,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1451956575845949441/v6-W3Nbe_normal.jpg,1836,333,roll tide,http://twitter.com/RehumanizeMaria/statuses/1476226754784153610,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""RehumanizeIntl"",""name"":""Rehumanize International"",""id"":762081283,""id_str"":""762081283"",""indices"":[3,18]}],""urls"":[]}"
1476223585618378752,Blaise7,"RT @RehumanizeIntl: At just 21 years old, Sophie Scholl and her friends formed the White Rose, a nonviolent resistance group that stood up to — and was ultimately executed by — the Nazi party in Germany. #Nonviolence #ConsistentLifeEthic https://t.co/jB030R9Ws1",Wed Dec 29 16:08:24 +0000 2021,29/12/2021 16:08:24,,,,,165556012,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1345468505265741840/m2sBrAS6_normal.jpg,286,238,,http://twitter.com/Blaise7/statuses/1476223585618378752,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""RehumanizeIntl"",""name"":""Rehumanize International"",""id"":762081283,""id_str"":""762081283"",""indices"":[3,18]}],""urls"":[]}"
1476223585618378752,Blaise7,"RT @RehumanizeIntl: At just 21 years old, Sophie Scholl and her friends formed the White Rose, a nonviolent resistance group that stood up to — and was ultimately executed by — the Nazi party in Germany. #Nonviolence #ConsistentLifeEthic https://t.co/jB030R9Ws1",Wed Dec 29 16:08:24 +0000 2021,29/12/2021 16:08:24,,,,,165556012,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1345468505265741840/m2sBrAS6_normal.jpg,286,238,,http://twitter.com/Blaise7/statuses/1476223585618378752,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""RehumanizeIntl"",""name"":""Rehumanize International"",""id"":762081283,""id_str"":""762081283"",""indices"":[3,18]}],""urls"":[]}"
1476221480639754247,RehumanizeIntl,"At just 21 years old, Sophie Scholl and her friends formed the White Rose, a nonviolent resistance group that stood up to — and was ultimately executed by — the Nazi party in Germany. #Nonviolence #ConsistentLifeEthic https://t.co/jB030R9Ws1",Wed Dec 29 16:00:02 +0000 2021,29/12/2021 16:00:02,,,,,762081283,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1335096973440000006/Jo-XPeRA_normal.jpg,6172,10,"Pittsburgh, PA",http://twitter.com/RehumanizeIntl/statuses/1476221480639754247,"{""hashtags"":[{""text"":""Nonviolence"",""indices"":[184,196]},{""text"":""ConsistentLifeEthic"",""indices"":[197,217]}],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":1475687631304499200,""id_str"":""1475687631304499204"",""indices"":[218,241],""media_url"":""http://pbs.twimg.com/media/FHqyFQdXoAQ9oSj.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FHqyFQdXoAQ9oSj.jpg"",""url"":""https://t.co/jB030R9Ws1"",""display_url"":""pic.twitter.com/jB030R9Ws1"",""expanded_url"":""https://twitter.com/RehumanizeIntl/status/1476221480639754247/photo/1"",""type"":""photo"",""sizes"":{""large"":{""w"":2048,""h"":2048,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":1200,""h"":1200,""resize"":""fit""},""small"":{""w"":680,""h"":680,""resize"":""fit""}}}]}"
1476210120203943936,Wilberforce61,"@ac_landmarks I don’t think this would work as a huge open world game, but maybe shorter chapters as part of AC Infinity. 

French resistance in Paris. (1943)
German resistance in 1930s Berlin.
Working with Oscar Schindler in Nazi Poland.
Working with Sophie Scholl &amp; the White Rose in Munich.",Wed Dec 29 15:14:53 +0000 2021,29/12/2021 15:14:53,,,1266413021665980417,ac_landmarks,79769343,1476158804047712263,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/1451489764155199506/o63WydaK_normal.jpg,208,1073,"North West, England",http://twitter.com/Wilberforce61/statuses/1476210120203943936,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""ac_landmarks"",""name"":""AC: Landmarks"",""id"":1266413021665980400,""id_str"":""1266413021665980417"",""indices"":[0,13]}],""urls"":[]}"
1476210120203943936,Wilberforce61,"@ac_landmarks I don’t think this would work as a huge open world game, but maybe shorter chapters as part of AC Infinity. 

French resistance in Paris. (1943)
German resistance in 1930s Berlin.
Working with Oscar Schindler in Nazi Poland.
Working with Sophie Scholl &amp; the White Rose in Munich.",Wed Dec 29 15:14:53 +0000 2021,29/12/2021 15:14:53,,,1266413021665980417,ac_landmarks,79769343,1476158804047712263,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/1451489764155199506/o63WydaK_normal.jpg,208,1073,"North West, England",http://twitter.com/Wilberforce61/statuses/1476210120203943936,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""ac_landmarks"",""name"":""AC: Landmarks"",""id"":1266413021665980400,""id_str"":""1266413021665980417"",""indices"":[0,13]}],""urls"":[]}"
1476198793762807808,UnivBenfiquista,"RT @BlogLeste: Os membros mais notórios do grupo White Rose, de inspiração católica, foram Sophie Scholl, Hans Scholl, Alexander Schmorell, Willi Graf, Christoph Probst e o Prof. Kurt Huber. Todos eles foram guilhotinados pela Gestapo em 1943 depois de Sophie ser presa com panfletos antinazis. https://t.co/7A0Q1Keai5",Wed Dec 29 14:29:53 +0000 2021,29/12/2021 14:29:53,,,,,279653522,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/971888647686500353/kU3WOGbl_normal.jpg,965,270,Portugal,http://twitter.com/UnivBenfiquista/statuses/1476198793762807808,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""BlogLeste"",""name"":""BlogDeLeste 👑 🔴⚪"",""id"":1004414640842051600,""id_str"":""1004414640842051584"",""indices"":[3,13]}],""urls"":[]}"
1476194211359830021,JodiKoberinski,"@KrisMalarchist Sophie Scholl and her brother helped lead student resistance (White Rose Movement) in Nazi Germany and was publicly executed by the State for her rejection of the regime. Beheaded in 1943 at 21 years of age.

The White Rose Movement knew better.",Wed Dec 29 14:11:41 +0000 2021,29/12/2021 14:11:41,,,2345872214,JodiKoberinski,2345872214,1476192701641076739,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1462445232209944581/qi5BT4GK_normal.jpg,7417,7501,University of Waterloo,http://twitter.com/JodiKoberinski/statuses/1476194211359830021,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""KrisMalarchist"",""name"":""Kris Whistling Treason"",""id"":854602779427573800,""id_str"":""854602779427573761"",""indices"":[0,15]}],""urls"":[]}"
