id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1470079736927985672,annejones6060,"RT @historydefined: Pictured here are Hans Scholl, Sophie Scholl, and Christoph Probst who were all part of the non-violent student resistance group called ""white rose"" in Germany, in 1942

78 years ago today, all three were convicted of treason and executed by the Gestapo. https://t.co/b8sVHXMs9Q",Sun Dec 12 17:14:56 +0000 2021,12/12/2021 17:14:56,,,,,772906760327852033,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/1381715013560320003/JStabdO-_normal.jpg,327,172,Hants.orig.from London ,http://twitter.com/annejones6060/statuses/1470079736927985672,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""historydefined"",""name"":""History Defined"",""id"":728409566338146300,""id_str"":""728409566338146304"",""indices"":[3,18]}],""urls"":[]}"
1470077161092661251,HoneyIsWest,"RT @historydefined: Pictured here are Hans Scholl, Sophie Scholl, and Christoph Probst who were all part of the non-violent student resistance group called ""white rose"" in Germany, in 1942

78 years ago today, all three were convicted of treason and executed by the Gestapo. https://t.co/b8sVHXMs9Q",Sun Dec 12 17:04:42 +0000 2021,12/12/2021 17:04:42,,,,,1413168684009463815,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1460584987745566721/7McvLrW2_normal.jpg,626,2090,United States,http://twitter.com/HoneyIsWest/statuses/1470077161092661251,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""historydefined"",""name"":""History Defined"",""id"":728409566338146300,""id_str"":""728409566338146304"",""indices"":[3,18]}],""urls"":[]}"
1470077074308272134,JebbUk,"RT @historydefined: Pictured here are Hans Scholl, Sophie Scholl, and Christoph Probst who were all part of the non-violent student resistance group called ""white rose"" in Germany, in 1942

78 years ago today, all three were convicted of treason and executed by the Gestapo. https://t.co/b8sVHXMs9Q",Sun Dec 12 17:04:21 +0000 2021,12/12/2021 17:04:21,,,,,1007685599057338368,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1432331578764562433/ZQC2i72Q_normal.jpg,137,206,,http://twitter.com/JebbUk/statuses/1470077074308272134,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""historydefined"",""name"":""History Defined"",""id"":728409566338146300,""id_str"":""728409566338146304"",""indices"":[3,18]}],""urls"":[]}"
1470076895505096708,Manamal69,"RT @vintagestuff4: Sophie Scholl, founder of the White Rose student resistance group during the Nazi Regime, arrested for distributing anti-Nazi leaflets with her brother, executed by guillotine at age 22 for high treason. She would've been 100 this year. https://t.co/F7jL5yAfp7",Sun Dec 12 17:03:39 +0000 2021,12/12/2021 17:03:39,,,,,1242823098950463488,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1440781340702494722/6EFhcct2_normal.jpg,1630,4744,"Winnipeg, Manitoba 🇨🇦",http://twitter.com/Manamal69/statuses/1470076895505096708,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""vintagestuff4"",""name"":""vintage.stuff"",""id"":1385988471362396200,""id_str"":""1385988471362396163"",""indices"":[3,17]}],""urls"":[]}"
1470076703934496768,LettingFocus,"RT @vintagestuff4: Sophie Scholl, founder of the White Rose student resistance group during the Nazi Regime, arrested for distributing anti-Nazi leaflets with her brother, executed by guillotine at age 22 for high treason. She would've been 100 this year. https://t.co/F7jL5yAfp7",Sun Dec 12 17:02:53 +0000 2021,12/12/2021 17:02:53,,,,,22779332,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/87535065/DSC_0326_Low-res_normal.jpg,7522,1664,London,http://twitter.com/LettingFocus/statuses/1470076703934496768,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""vintagestuff4"",""name"":""vintage.stuff"",""id"":1385988471362396200,""id_str"":""1385988471362396163"",""indices"":[3,17]}],""urls"":[]}"
1470076552754913282,LettingFocus,"RT @historydefined: Pictured here are Hans Scholl, Sophie Scholl, and Christoph Probst who were all part of the non-violent student resistance group called ""white rose"" in Germany, in 1942

78 years ago today, all three were convicted of treason and executed by the Gestapo. https://t.co/b8sVHXMs9Q",Sun Dec 12 17:02:17 +0000 2021,12/12/2021 17:02:17,,,,,22779332,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/87535065/DSC_0326_Low-res_normal.jpg,7522,1664,London,http://twitter.com/LettingFocus/statuses/1470076552754913282,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""historydefined"",""name"":""History Defined"",""id"":728409566338146300,""id_str"":""728409566338146304"",""indices"":[3,18]}],""urls"":[]}"
1470075286519693319,pablo_jack,"RT @Piamonte: Es repulsivo que ese grupo conspiranoico se permita manchar el nombre del grupo antinazi Weiße Rose, fundado por los hermanos Sophie y Hans Scholl en 1942. https://t.co/nnNX4YUIFh",Sun Dec 12 16:57:15 +0000 2021,12/12/2021 16:57:15,,,,,118796851,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1362168111869362177/v8vlwASi_normal.jpg,3753,1381,Between Chile -New Haven,http://twitter.com/pablo_jack/statuses/1470075286519693319,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""Piamonte"",""name"":""Antonia de Oñate🥄"",""id"":17106158,""id_str"":""17106158"",""indices"":[3,12]}],""urls"":[]}"
1470074940019851265,RebeccaDCz,"https://t.co/uFtaqoFR2I
""Why do you tolerate these rulers gradually robbing you, in public and in private, of one right after another, until one day nothing, absolutely nothing, remains but the machinery of the state, under the command of criminals and drunkards?"" https://t.co/lF2eiX16sG",Sun Dec 12 16:55:53 +0000 2021,12/12/2021 16:55:53,,,,,637235051,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1343210563380383748/Vz2eoHf3_normal.jpg,523,590,Hertfordshire,http://twitter.com/RebeccaDCz/statuses/1470074940019851265,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/uFtaqoFR2I"",""expanded_url"":""https://www.nationalww2museum.org/war/articles/sophie-scholl-and-white-rose"",""display_url"":""nationalww2museum.org/war/articles/s…"",""indices"":[0,23]},{""url"":""https://t.co/lF2eiX16sG"",""expanded_url"":""https://twitter.com/KateChamberlay2/status/1469588163056353282"",""display_url"":""twitter.com/KateChamberlay…"",""indices"":[265,288]}]}"
1470074940019851265,RebeccaDCz,"https://t.co/uFtaqoFR2I
""Why do you tolerate these rulers gradually robbing you, in public and in private, of one right after another, until one day nothing, absolutely nothing, remains but the machinery of the state, under the command of criminals and drunkards?"" https://t.co/lF2eiX16sG",Sun Dec 12 16:55:53 +0000 2021,12/12/2021 16:55:53,,,,,637235051,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1343210563380383748/Vz2eoHf3_normal.jpg,523,590,Hertfordshire,http://twitter.com/RebeccaDCz/statuses/1470074940019851265,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/uFtaqoFR2I"",""expanded_url"":""https://www.nationalww2museum.org/war/articles/sophie-scholl-and-white-rose"",""display_url"":""nationalww2museum.org/war/articles/s…"",""indices"":[0,23]},{""url"":""https://t.co/lF2eiX16sG"",""expanded_url"":""https://twitter.com/KateChamberlay2/status/1469588163056353282"",""display_url"":""twitter.com/KateChamberlay…"",""indices"":[265,288]}]}"
1470052129054277636,ettore_trozzi,"5/5 Quote by Sophie Scholl, was a student and anti-Nazi activist, active within the Christian-inspired non-violent resistance group The White Rose in Nazi Germany. Killed by the Nazi regime at the age of 21.",Sun Dec 12 15:25:14 +0000 2021,12/12/2021 15:25:14,,,1469236342752223238,ettore_trozzi,1469236342752223238,1470052127284334599,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1469240124810702853/erN4sxVe_normal.jpg,6,47,,http://twitter.com/ettore_trozzi/statuses/1470052129054277636,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1470044283390545923,DeniskaMikhail1,"RT @StephenCorrySvl: @KateChamberlay2 Yes, Sophie Scholl, and other members of the White Rose, were and are an inspiration. 
But, just for the historical record, she wasn't guillotined in December, but in February. 
My pic of the graves of her brother Hans (L), Sophie, &amp; their friend Christoph (R) https://t.co/1Ot24Qil6i",Sun Dec 12 14:54:03 +0000 2021,12/12/2021 14:54:03,,,,,1450802883419586560,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1450824432281395206/h6w0i0u5_normal.jpg,151,430,,http://twitter.com/DeniskaMikhail1/statuses/1470044283390545923,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""StephenCorrySvl"",""name"":""Stephen Corry"",""id"":1001498767525335000,""id_str"":""1001498767525335040"",""indices"":[3,19]},{""screen_name"":""KateChamberlay2"",""name"":""Lady Kate Chamberlayne"",""id"":1297473626342596600,""id_str"":""1297473626342596608"",""indices"":[21,37]}],""urls"":[]}"
1470009883596673024,Piamonte,"Es repulsivo que ese grupo conspiranoico se permita manchar el nombre del grupo antinazi Weiße Rose, fundado por los hermanos Sophie y Hans Scholl en 1942. https://t.co/nnNX4YUIFh",Sun Dec 12 12:37:22 +0000 2021,12/12/2021 12:37:22,,,,,17106158,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1447958428299796481/7xMxe_PF_normal.jpg,3832,2990,"Comunidad de Madrid, España",http://twitter.com/Piamonte/statuses/1470009883596673024,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/nnNX4YUIFh"",""expanded_url"":""https://twitter.com/SITP/status/1469997235211587591"",""display_url"":""twitter.com/SITP/status/14…"",""indices"":[156,179]}]}"
1469989672482787329,eradus2911,"RT @historydefined: Pictured here are Hans Scholl, Sophie Scholl, and Christoph Probst who were all part of the non-violent student resistance group called ""white rose"" in Germany, in 1942

78 years ago today, all three were convicted of treason and executed by the Gestapo. https://t.co/b8sVHXMs9Q",Sun Dec 12 11:17:03 +0000 2021,12/12/2021 11:17:03,,,,,1014076969,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1459805162445361158/WaU2IG2o_normal.jpg,3008,4507,,http://twitter.com/eradus2911/statuses/1469989672482787329,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""historydefined"",""name"":""History Defined"",""id"":728409566338146300,""id_str"":""728409566338146304"",""indices"":[3,18]}],""urls"":[]}"
1469961623049752580,GianmarcoVichi,"RT @vintagestuff4: Sophie Scholl, founder of the White Rose student resistance group during the Nazi Regime, arrested for distributing anti-Nazi leaflets with her brother, executed by guillotine at age 22 for high treason. She would've been 100 this year. https://t.co/F7jL5yAfp7",Sun Dec 12 09:25:36 +0000 2021,12/12/2021 09:25:36,,,,,1392051570,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/713034000957313027/JIP6IRPN_normal.jpg,130,469,,http://twitter.com/GianmarcoVichi/statuses/1469961623049752580,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""vintagestuff4"",""name"":""vintage.stuff"",""id"":1385988471362396200,""id_str"":""1385988471362396163"",""indices"":[3,17]}],""urls"":[]}"
1469941587962695686,APPiotr,"RT @vintagestuff4: Sophie Scholl, founder of the White Rose student resistance group during the Nazi Regime, arrested for distributing anti-Nazi leaflets with her brother, executed by guillotine at age 22 for high treason. She would've been 100 this year. https://t.co/F7jL5yAfp7",Sun Dec 12 08:05:59 +0000 2021,12/12/2021 08:05:59,,,,,598125560,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1375804234768248832/tqJdGvzn_normal.jpg,2274,2178,Polska,http://twitter.com/APPiotr/statuses/1469941587962695686,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""vintagestuff4"",""name"":""vintage.stuff"",""id"":1385988471362396200,""id_str"":""1385988471362396163"",""indices"":[3,17]}],""urls"":[]}"
1469929141394935813,StephenCorrySvl,"@KateChamberlay2 Yes, Sophie Scholl, and other members of the White Rose, were and are an inspiration. 
But, just for the historical record, she wasn't guillotined in December, but in February. 
My pic of the graves of her brother Hans (L), Sophie, &amp; their friend Christoph (R) https://t.co/1Ot24Qil6i",Sun Dec 12 07:16:31 +0000 2021,12/12/2021 07:16:31,,,1297473626342596608,KateChamberlay2,1001498767525335040,1469588163056353282,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1320065383018135552/TKfLJK2y_normal.jpg,6492,2247,,http://twitter.com/StephenCorrySvl/statuses/1469929141394935813,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""KateChamberlay2"",""name"":""Lady Kate Chamberlayne"",""id"":1297473626342596600,""id_str"":""1297473626342596608"",""indices"":[0,16]}],""urls"":[],""media"":[{""id"":1469928576866787300,""id_str"":""1469928576866787332"",""indices"":[282,305],""media_url"":""http://pbs.twimg.com/media/FGY8QK1XIAQVLOu.png"",""media_url_https"":""https://pbs.twimg.com/media/FGY8QK1XIAQVLOu.png"",""url"":""https://t.co/1Ot24Qil6i"",""display_url"":""pic.twitter.com/1Ot24Qil6i"",""expanded_url"":""https://twitter.com/StephenCorrySvl/status/1469929141394935813/photo/1"",""type"":""photo"",""sizes"":{""large"":{""w"":468,""h"":351,""resize"":""fit""},""medium"":{""w"":468,""h"":351,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":468,""h"":351,""resize"":""fit""}}}]}"
1469910480965808129,Itnijs,Sophie Scholl fan ‘Die weisse Rose’ https://t.co/bSd1fJinXX,Sun Dec 12 06:02:22 +0000 2021,12/12/2021 06:02:22,,,,,207498741,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",http://pbs.twimg.com/profile_images/1183998142/49951_100001912408100_7938879_q_normal.jpg,3391,2721,,http://twitter.com/Itnijs/statuses/1469910480965808129,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/bSd1fJinXX"",""expanded_url"":""https://www.itnijs.frl/2021/12/sophie-scholl-fan-die-weisse-rose/"",""display_url"":""itnijs.frl/2021/12/sophie…"",""indices"":[36,59]}]}"
1469817774490980353,PhilBayliss4,"RT @historydefined: Pictured here are Hans Scholl, Sophie Scholl, and Christoph Probst who were all part of the non-violent student resistance group called ""white rose"" in Germany, in 1942

78 years ago today, all three were convicted of treason and executed by the Gestapo. https://t.co/b8sVHXMs9Q",Sat Dec 11 23:53:59 +0000 2021,11/12/2021 23:53:59,,,,,825397582499291136,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1111226957008637953/9WQp5fyh_normal.png,2085,2997,Portugal,http://twitter.com/PhilBayliss4/statuses/1469817774490980353,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""historydefined"",""name"":""History Defined"",""id"":728409566338146300,""id_str"":""728409566338146304"",""indices"":[3,18]}],""urls"":[]}"
1469782771069595650,RogerDodger528,"RT @vintagestuff4: Sophie Scholl, founder of the White Rose student resistance group during the Nazi Regime, arrested for distributing anti-Nazi leaflets with her brother, executed by guillotine at age 22 for high treason. She would've been 100 this year. https://t.co/F7jL5yAfp7",Sat Dec 11 21:34:54 +0000 2021,11/12/2021 21:34:54,,,,,491058269,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1094226989895028736/O8PDFrDu_normal.jpg,402,432,"South Carolina, USA",http://twitter.com/RogerDodger528/statuses/1469782771069595650,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""vintagestuff4"",""name"":""vintage.stuff"",""id"":1385988471362396200,""id_str"":""1385988471362396163"",""indices"":[3,17]}],""urls"":[]}"
1469781210188722178,Jevaughn_Brown,"RT @vintagestuff4: Sophie Scholl, founder of the White Rose student resistance group during the Nazi Regime, arrested for distributing anti-Nazi leaflets with her brother, executed by guillotine at age 22 for high treason. She would've been 100 this year. https://t.co/F7jL5yAfp7",Sat Dec 11 21:28:42 +0000 2021,11/12/2021 21:28:42,,,,,19261258,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1404359105347731457/uOsOqpLg_normal.jpg,9770,3152,Clown World,http://twitter.com/Jevaughn_Brown/statuses/1469781210188722178,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""vintagestuff4"",""name"":""vintage.stuff"",""id"":1385988471362396200,""id_str"":""1385988471362396163"",""indices"":[3,17]}],""urls"":[]}"
1469781210188722178,Jevaughn_Brown,"RT @vintagestuff4: Sophie Scholl, founder of the White Rose student resistance group during the Nazi Regime, arrested for distributing anti-Nazi leaflets with her brother, executed by guillotine at age 22 for high treason. She would've been 100 this year. https://t.co/F7jL5yAfp7",Sat Dec 11 21:28:42 +0000 2021,11/12/2021 21:28:42,,,,,19261258,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1404359105347731457/uOsOqpLg_normal.jpg,9770,3152,Clown World,http://twitter.com/Jevaughn_Brown/statuses/1469781210188722178,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""vintagestuff4"",""name"":""vintage.stuff"",""id"":1385988471362396200,""id_str"":""1385988471362396163"",""indices"":[3,17]}],""urls"":[]}"
1469759572990640131,butti_fabrizio,"RT @vintagestuff4: Sophie Scholl, founder of the White Rose student resistance group during the Nazi Regime, arrested for distributing anti-Nazi leaflets with her brother, executed by guillotine at age 22 for high treason. She would've been 100 this year. https://t.co/F7jL5yAfp7",Sat Dec 11 20:02:43 +0000 2021,11/12/2021 20:02:43,,,,,1300521018960891904,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,11,148,,http://twitter.com/butti_fabrizio/statuses/1469759572990640131,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""vintagestuff4"",""name"":""vintage.stuff"",""id"":1385988471362396200,""id_str"":""1385988471362396163"",""indices"":[3,17]}],""urls"":[]}"
